county_state_ID,county_state
458,"Fulton,Georgia"
459,"Gilmer,Georgia"
460,"Glascock,Georgia"
461,"Glynn,Georgia"
462,"Gordon,Georgia"
463,"Grady,Georgia"
464,"Greene,Georgia"
465,"Gwinnett,Georgia"
466,"Habersham,Georgia"
467,"Hall,Georgia"
468,"Hancock,Georgia"
469,"Haralson,Georgia"
470,"Harris,Georgia"
471,"Hart,Georgia"
472,"Heard,Georgia"
473,"Henry,Georgia"
474,"Houston,Georgia"
475,"Irwin,Georgia"
476,"Jackson,Georgia"
477,"Jasper,Georgia"
478,"Jeff Davis,Georgia"
479,"Jefferson,Georgia"
480,"Jenkins,Georgia"
481,"Johnson,Georgia"
482,"Jones,Georgia"
483,"Lamar,Georgia"
484,"Lanier,Georgia"
485,"Laurens,Georgia"
486,"Lee,Georgia"
487,"Liberty,Georgia"
488,"Lincoln,Georgia"
489,"Long,Georgia"
490,"Lowndes,Georgia"
491,"Lumpkin,Georgia"
492,"McDuffie,Georgia"
493,"McIntosh,Georgia"
494,"Macon,Georgia"
495,"Madison,Georgia"
496,"Marion,Georgia"
497,"Meriwether,Georgia"
498,"Miller,Georgia"
499,"Mitchell,Georgia"
500,"Monroe,Georgia"
501,"Montgomery,Georgia"
502,"Morgan,Georgia"
503,"Murray,Georgia"
504,"Muscogee,Georgia"
505,"Newton,Georgia"
506,"Oconee,Georgia"
507,"Oglethorpe,Georgia"
508,"Paulding,Georgia"
509,"Peach,Georgia"
510,"Pickens,Georgia"
511,"Pierce,Georgia"
512,"Pike,Georgia"
513,"Polk,Georgia"
514,"Pulaski,Georgia"
515,"Putnam,Georgia"
516,"Quitman,Georgia"
517,"Rabun,Georgia"
518,"Randolph,Georgia"
519,"Richmond,Georgia"
520,"Rockdale,Georgia"
521,"Schley,Georgia"
522,"Screven,Georgia"
523,"Seminole,Georgia"
524,"Spalding,Georgia"
525,"Stephens,Georgia"
526,"Stewart,Georgia"
527,"Sumter,Georgia"
528,"Talbot,Georgia"
529,"Taliaferro,Georgia"
530,"Tattnall,Georgia"
531,"Taylor,Georgia"
532,"Telfair,Georgia"
533,"Terrell,Georgia"
534,"Thomas,Georgia"
535,"Tift,Georgia"
536,"Toombs,Georgia"
537,"Towns,Georgia"
538,"Treutlen,Georgia"
539,"Troup,Georgia"
540,"Turner,Georgia"
541,"Twiggs,Georgia"
542,"Union,Georgia"
543,"Upson,Georgia"
544,"Walker,Georgia"
545,"Walton,Georgia"
546,"Ware,Georgia"
547,"Warren,Georgia"
548,"Washington,Georgia"
549,"Wayne,Georgia"
550,"Webster,Georgia"
551,"Wheeler,Georgia"
552,"White,Georgia"
553,"Whitfield,Georgia"
554,"Wilcox,Georgia"
555,"Wilkes,Georgia"
556,"Wilkinson,Georgia"
557,"Worth,Georgia"
558,"Hawaii,Hawaii"
559,"Honolulu,Hawaii"
560,"Kauai,Hawaii"
561,"Maui,Hawaii"
562,"Ada,Idaho"
563,"Adams,Idaho"
564,"Bannock,Idaho"
565,"Bear Lake,Idaho"
566,"Benewah,Idaho"
567,"Bingham,Idaho"
568,"Blaine,Idaho"
569,"Boise,Idaho"
570,"Bonner,Idaho"
571,"Bonneville,Idaho"
572,"Boundary,Idaho"
573,"Butte,Idaho"
574,"Camas,Idaho"
575,"Canyon,Idaho"
576,"Caribou,Idaho"
577,"Cassia,Idaho"
578,"Clark,Idaho"
579,"Clearwater,Idaho"
580,"Custer,Idaho"
581,"Elmore,Idaho"
582,"Franklin,Idaho"
583,"Fremont,Idaho"
584,"Gem,Idaho"
585,"Gooding,Idaho"
586,"Idaho,Idaho"
587,"Jefferson,Idaho"
588,"Jerome,Idaho"
589,"Kootenai,Idaho"
590,"Latah,Idaho"
591,"Lemhi,Idaho"
592,"Lewis,Idaho"
593,"Lincoln,Idaho"
594,"Madison,Idaho"
595,"Minidoka,Idaho"
596,"Nez Perce,Idaho"
597,"Oneida,Idaho"
598,"Owyhee,Idaho"
599,"Payette,Idaho"
600,"Power,Idaho"
601,"Shoshone,Idaho"
602,"Teton,Idaho"
603,"Twin Falls,Idaho"
604,"Valley,Idaho"
605,"Washington,Idaho"
606,"Adams,Illinois"
607,"Alexander,Illinois"
608,"Bond,Illinois"
609,"Boone,Illinois"
610,"Brown,Illinois"
611,"Bureau,Illinois"
612,"Calhoun,Illinois"
613,"Carroll,Illinois"
614,"Cass,Illinois"
615,"Champaign,Illinois"
616,"Christian,Illinois"
617,"Clark,Illinois"
618,"Clay,Illinois"
619,"Clinton,Illinois"
620,"Coles,Illinois"
621,"Cook,Illinois"
622,"Crawford,Illinois"
623,"Cumberland,Illinois"
624,"DeKalb,Illinois"
625,"De Witt,Illinois"
626,"Douglas,Illinois"
627,"DuPage,Illinois"
628,"Edgar,Illinois"
629,"Edwards,Illinois"
630,"Effingham,Illinois"
631,"Fayette,Illinois"
632,"Ford,Illinois"
633,"Franklin,Illinois"
634,"Fulton,Illinois"
635,"Gallatin,Illinois"
636,"Greene,Illinois"
637,"Grundy,Illinois"
638,"Hamilton,Illinois"
639,"Hancock,Illinois"
640,"Hardin,Illinois"
641,"Henderson,Illinois"
642,"Henry,Illinois"
643,"Iroquois,Illinois"
644,"Jackson,Illinois"
645,"Jasper,Illinois"
646,"Jefferson,Illinois"
647,"Jersey,Illinois"
648,"Jo Daviess,Illinois"
649,"Johnson,Illinois"
650,"Kane,Illinois"
651,"Kankakee,Illinois"
652,"Kendall,Illinois"
653,"Knox,Illinois"
654,"Lake,Illinois"
655,"LaSalle,Illinois"
656,"Lawrence,Illinois"
657,"Lee,Illinois"
658,"Livingston,Illinois"
659,"Logan,Illinois"
660,"McDonough,Illinois"
661,"McHenry,Illinois"
662,"McLean,Illinois"
663,"Macon,Illinois"
664,"Macoupin,Illinois"
665,"Madison,Illinois"
666,"Marion,Illinois"
667,"Marshall,Illinois"
668,"Mason,Illinois"
669,"Massac,Illinois"
670,"Menard,Illinois"
671,"Mercer,Illinois"
672,"Monroe,Illinois"
673,"Montgomery,Illinois"
674,"Morgan,Illinois"
675,"Moultrie,Illinois"
676,"Ogle,Illinois"
677,"Peoria,Illinois"
678,"Perry,Illinois"
679,"Piatt,Illinois"
680,"Pike,Illinois"
681,"Pope,Illinois"
682,"Pulaski,Illinois"
683,"Putnam,Illinois"
684,"Randolph,Illinois"
685,"Richland,Illinois"
686,"Rock Island,Illinois"
687,"St. Clair,Illinois"
688,"Saline,Illinois"
689,"Sangamon,Illinois"
690,"Schuyler,Illinois"
691,"Scott,Illinois"
692,"Shelby,Illinois"
693,"Stark,Illinois"
694,"Stephenson,Illinois"
695,"Tazewell,Illinois"
696,"Union,Illinois"
697,"Vermilion,Illinois"
698,"Wabash,Illinois"
699,"Warren,Illinois"
700,"Washington,Illinois"
701,"Wayne,Illinois"
702,"White,Illinois"
703,"Whiteside,Illinois"
704,"Will,Illinois"
705,"Williamson,Illinois"
706,"Winnebago,Illinois"
707,"Woodford,Illinois"
708,"Adams,Indiana"
709,"Allen,Indiana"
710,"Bartholomew,Indiana"
711,"Benton,Indiana"
712,"Blackford,Indiana"
713,"Boone,Indiana"
714,"Brown,Indiana"
715,"Carroll,Indiana"
716,"Cass,Indiana"
717,"Clark,Indiana"
718,"Clay,Indiana"
719,"Clinton,Indiana"
720,"Crawford,Indiana"
721,"Daviess,Indiana"
722,"Dearborn,Indiana"
723,"Decatur,Indiana"
724,"DeKalb,Indiana"
725,"Delaware,Indiana"
726,"Dubois,Indiana"
727,"Elkhart,Indiana"
728,"Fayette,Indiana"
729,"Floyd,Indiana"
730,"Fountain,Indiana"
731,"Franklin,Indiana"
732,"Fulton,Indiana"
733,"Gibson,Indiana"
734,"Grant,Indiana"
735,"Greene,Indiana"
736,"Hamilton,Indiana"
737,"Hancock,Indiana"
738,"Harrison,Indiana"
739,"Hendricks,Indiana"
740,"Henry,Indiana"
741,"Howard,Indiana"
742,"Huntington,Indiana"
743,"Jackson,Indiana"
744,"Jasper,Indiana"
745,"Jay,Indiana"
746,"Jefferson,Indiana"
747,"Jennings,Indiana"
748,"Johnson,Indiana"
749,"Knox,Indiana"
750,"Kosciusko,Indiana"
751,"LaGrange,Indiana"
752,"Lake,Indiana"
753,"LaPorte,Indiana"
754,"Lawrence,Indiana"
755,"Madison,Indiana"
756,"Marion,Indiana"
757,"Marshall,Indiana"
758,"Martin,Indiana"
759,"Miami,Indiana"
760,"Monroe,Indiana"
761,"Montgomery,Indiana"
762,"Morgan,Indiana"
763,"Newton,Indiana"
764,"Noble,Indiana"
765,"Ohio,Indiana"
766,"Orange,Indiana"
767,"Owen,Indiana"
768,"Parke,Indiana"
769,"Perry,Indiana"
770,"Pike,Indiana"
771,"Porter,Indiana"
772,"Posey,Indiana"
773,"Pulaski,Indiana"
774,"Putnam,Indiana"
775,"Randolph,Indiana"
776,"Ripley,Indiana"
777,"Rush,Indiana"
778,"St. Joseph,Indiana"
779,"Scott,Indiana"
780,"Shelby,Indiana"
781,"Spencer,Indiana"
782,"Starke,Indiana"
783,"Steuben,Indiana"
784,"Sullivan,Indiana"
785,"Switzerland,Indiana"
786,"Tippecanoe,Indiana"
787,"Tipton,Indiana"
788,"Union,Indiana"
789,"Vanderburgh,Indiana"
790,"Vermillion,Indiana"
791,"Vigo,Indiana"
792,"Wabash,Indiana"
793,"Warren,Indiana"
794,"Warrick,Indiana"
795,"Washington,Indiana"
796,"Wayne,Indiana"
797,"Wells,Indiana"
798,"White,Indiana"
799,"Whitley,Indiana"
800,"Adair,Iowa"
801,"Adams,Iowa"
802,"Allamakee,Iowa"
803,"Appanoose,Iowa"
804,"Audubon,Iowa"
805,"Benton,Iowa"
806,"Black Hawk,Iowa"
807,"Boone,Iowa"
808,"Bremer,Iowa"
809,"Buchanan,Iowa"
810,"Buena Vista,Iowa"
811,"Butler,Iowa"
812,"Calhoun,Iowa"
813,"Carroll,Iowa"
814,"Cass,Iowa"
815,"Cedar,Iowa"
816,"Cerro Gordo,Iowa"
817,"Cherokee,Iowa"
818,"Chickasaw,Iowa"
819,"Clarke,Iowa"
820,"Clay,Iowa"
821,"Clayton,Iowa"
822,"Clinton,Iowa"
823,"Crawford,Iowa"
824,"Dallas,Iowa"
825,"Davis,Iowa"
826,"Decatur,Iowa"
827,"Delaware,Iowa"
828,"Des Moines,Iowa"
829,"Dickinson,Iowa"
830,"Dubuque,Iowa"
831,"Emmet,Iowa"
832,"Fayette,Iowa"
833,"Floyd,Iowa"
834,"Franklin,Iowa"
835,"Fremont,Iowa"
836,"Greene,Iowa"
837,"Grundy,Iowa"
838,"Guthrie,Iowa"
839,"Hamilton,Iowa"
840,"Hancock,Iowa"
841,"Hardin,Iowa"
842,"Harrison,Iowa"
843,"Henry,Iowa"
844,"Howard,Iowa"
845,"Humboldt,Iowa"
846,"Ida,Iowa"
847,"Iowa,Iowa"
848,"Jackson,Iowa"
849,"Jasper,Iowa"
850,"Jefferson,Iowa"
851,"Johnson,Iowa"
852,"Jones,Iowa"
853,"Keokuk,Iowa"
854,"Kossuth,Iowa"
855,"Lee,Iowa"
856,"Linn,Iowa"
857,"Louisa,Iowa"
858,"Lucas,Iowa"
859,"Lyon,Iowa"
860,"Madison,Iowa"
861,"Mahaska,Iowa"
862,"Marion,Iowa"
863,"Marshall,Iowa"
864,"Mills,Iowa"
865,"Mitchell,Iowa"
866,"Monona,Iowa"
867,"Monroe,Iowa"
868,"Montgomery,Iowa"
869,"Muscatine,Iowa"
870,"O'Brien,Iowa"
871,"Osceola,Iowa"
872,"Page,Iowa"
873,"Palo Alto,Iowa"
874,"Plymouth,Iowa"
875,"Pocahontas,Iowa"
876,"Polk,Iowa"
877,"Pottawattamie,Iowa"
878,"Poweshiek,Iowa"
879,"Ringgold,Iowa"
880,"Sac,Iowa"
881,"Scott,Iowa"
882,"Shelby,Iowa"
883,"Sioux,Iowa"
884,"Story,Iowa"
885,"Tama,Iowa"
886,"Taylor,Iowa"
887,"Union,Iowa"
888,"Van Buren,Iowa"
889,"Wapello,Iowa"
890,"Warren,Iowa"
891,"Washington,Iowa"
892,"Wayne,Iowa"
893,"Webster,Iowa"
894,"Winnebago,Iowa"
895,"Winneshiek,Iowa"
896,"Woodbury,Iowa"
897,"Worth,Iowa"
898,"Wright,Iowa"
899,"Allen,Kansas"
900,"Anderson,Kansas"
901,"Atchison,Kansas"
902,"Barber,Kansas"
903,"Barton,Kansas"
904,"Bourbon,Kansas"
905,"Brown,Kansas"
906,"Butler,Kansas"
907,"Chase,Kansas"
908,"Chautauqua,Kansas"
909,"Cherokee,Kansas"
910,"Cheyenne,Kansas"
911,"Clark,Kansas"
912,"Clay,Kansas"
913,"Cloud,Kansas"
914,"Coffey,Kansas"
915,"Comanche,Kansas"
916,"Cowley,Kansas"
917,"Crawford,Kansas"
918,"Decatur,Kansas"
919,"Dickinson,Kansas"
920,"Doniphan,Kansas"
921,"Douglas,Kansas"
922,"Edwards,Kansas"
923,"Elk,Kansas"
924,"Ellis,Kansas"
925,"Ellsworth,Kansas"
926,"Finney,Kansas"
927,"Ford,Kansas"
928,"Franklin,Kansas"
929,"Geary,Kansas"
930,"Gove,Kansas"
931,"Graham,Kansas"
932,"Grant,Kansas"
933,"Gray,Kansas"
934,"Greeley,Kansas"
935,"Greenwood,Kansas"
936,"Hamilton,Kansas"
937,"Harper,Kansas"
938,"Harvey,Kansas"
939,"Haskell,Kansas"
940,"Hodgeman,Kansas"
941,"Jackson,Kansas"
942,"Jefferson,Kansas"
943,"Jewell,Kansas"
944,"Johnson,Kansas"
945,"Kearny,Kansas"
946,"Kingman,Kansas"
947,"Kiowa,Kansas"
948,"Labette,Kansas"
949,"Lane,Kansas"
950,"Leavenworth,Kansas"
951,"Lincoln,Kansas"
952,"Linn,Kansas"
953,"Logan,Kansas"
954,"Lyon,Kansas"
955,"McPherson,Kansas"
956,"Marion,Kansas"
957,"Marshall,Kansas"
958,"Meade,Kansas"
959,"Miami,Kansas"
960,"Mitchell,Kansas"
961,"Montgomery,Kansas"
962,"Morris,Kansas"
963,"Morton,Kansas"
964,"Nemaha,Kansas"
965,"Neosho,Kansas"
966,"Ness,Kansas"
967,"Norton,Kansas"
968,"Osage,Kansas"
969,"Osborne,Kansas"
970,"Ottawa,Kansas"
971,"Pawnee,Kansas"
972,"Phillips,Kansas"
973,"Pottawatomie,Kansas"
974,"Pratt,Kansas"
975,"Rawlins,Kansas"
976,"Reno,Kansas"
977,"Republic,Kansas"
978,"Rice,Kansas"
979,"Riley,Kansas"
980,"Rooks,Kansas"
981,"Rush,Kansas"
982,"Russell,Kansas"
983,"Saline,Kansas"
984,"Scott,Kansas"
985,"Sedgwick,Kansas"
986,"Seward,Kansas"
987,"Shawnee,Kansas"
988,"Sheridan,Kansas"
989,"Sherman,Kansas"
990,"Smith,Kansas"
991,"Stafford,Kansas"
992,"Stanton,Kansas"
993,"Stevens,Kansas"
994,"Sumner,Kansas"
995,"Thomas,Kansas"
996,"Trego,Kansas"
997,"Wabaunsee,Kansas"
998,"Wallace,Kansas"
999,"Washington,Kansas"
1000,"Wichita,Kansas"
1001,"Wilson,Kansas"
1002,"Woodson,Kansas"
1003,"Wyandotte,Kansas"
1004,"Adair,Kentucky"
1005,"Allen,Kentucky"
1006,"Anderson,Kentucky"
1007,"Ballard,Kentucky"
1008,"Barren,Kentucky"
1009,"Bath,Kentucky"
